ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long|recent_visited_states|payment_type
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|3f66982b2684659d63b11e5171f2c639|2021-01-23|03:55:16|1611374116|shopping_net|943.61|1|Singh Group|32.669308|-110.979420|['VA', 'SC']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|c5e7cb8724e27743c16b28a333a30cb6|2021-01-23|22:35:49|1611441349|personal_care|19.32|1|Dyer LLC|32.043909|-111.002983|['WY', 'LA', 'MS']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|ed9845b4d9a619eaf575b7a4e20ac797|2021-01-23|23:08:09|1611443289|shopping_pos|708.13|1|White-Mclean|33.144379|-112.164556|['AK']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|f47eadec5604a5a18e56bec2336152b0|2021-01-22|00:13:21|1611274401|shopping_pos|820.14|1|White-Mclean|32.143415|-112.041743|['CO', 'VA', 'AL']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|116f30255ce1dc55001cd836791a5bea|2021-01-23|11:33:13|1611401593|misc_pos|707.17|1|Rodriguez Inc|31.993109|-111.458054|['TN', 'VA', 'NM']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|b8c75f004a6204d858ca536d7e6288c2|2021-01-22|04:29:12|1611289752|gas_transport|10.22|1|Mills, Martin and Barnes|32.767527|-111.437741|['WI', 'MD', 'ME']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|f7ae6236cb1b94c43cfa261ac2fa9113|2021-01-23|03:40:33|1611373233|misc_pos|709.26|1|Guerrero Ltd|33.193130|-111.674612|['PA']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|54cf781d9c301a889fcd34245022a945|2021-01-22|23:55:08|1611359708|shopping_pos|734.22|1|Carter, Williams and Clark|33.110227|-110.490735|['NY', 'KS', 'NE']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|f7e3e148103e8c683cb0891e040afcc1|2021-01-21|13:22:27|1611235347|food_dining|17.13|0|Acosta, Taylor and Byrd|33.340820|-110.394021|['ND', 'MI', 'CA', 'DC']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|13c8ec292527efbc8321f083c3afd380|2021-01-06|00:29:58|1609892998|gas_transport|71.78|0|Nelson, Rivera and Moreno|32.318090|-112.340752|['MT', 'NM']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|88f143e018403470bdfbe236867b1f49|2021-01-30|15:34:22|1612020862|personal_care|66.99|0|Pierce-Cannon|32.595362|-111.377789|['DE', 'NE']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|90c829422197cd943e7bf2e54d9a63bb|2021-01-19|11:24:23|1611055463|gas_transport|76.74|0|Curtis and Sons|31.872362|-111.103439|['IN', 'VA', 'UT']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|79ffc7a3ff168c41f789806fdcf9e702|2021-01-08|21:18:39|1610140719|shopping_net|9.80|0|Lewis-Moore|32.247251|-112.032589|['NC', 'HI']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|3203bc501192a23e3f397804c683eec5|2021-01-08|15:19:29|1610119169|kids_pets|129.32|0|Chase, Cabrera and Bennett|33.276980|-110.915947|['VA', 'VA', 'CO', 'WY']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|5c4cd745459151765cc1b6dc071b731d|2021-01-16|16:38:11|1610815091|shopping_pos|6.67|0|Mosley-Deleon|32.270981|-111.706053|['WV', 'IA']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|e035ddb29a13b2258d92c12d731ead2f|2021-01-29|16:43:35|1611938615|health_fitness|102.27|0|Garcia Group|32.996800|-111.363135|['SC', 'AK', 'NH']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|81b70631033ff66eb2136500b8273b3d|2021-01-11|17:03:42|1610384622|personal_care|149.59|0|French, Nelson and Brown|33.167985|-111.402734|['WV']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|6178d20099d7e0a6f1fd4d9bcf66404a|2021-01-03|21:14:04|1609708444|shopping_net|139.76|0|Bailey-Johnson|31.848683|-110.817392|['NH', 'NH', 'MD']|in_store
250-97-0036|2644625339748214|Angela|Williams|F|0018 Williams Branch|Red Rock|AZ|85145|32.58|-111.341|2106|Insurance broker|1989-05-14|934384811883|adults_2550_female_rural.json|d5356f5c10c7ecc237b86323e2f64640|2021-01-25|21:49:28|1611611368|misc_pos|19.72|0|Morris, Robles and Love|32.507774|-111.074926|['ND']|in_store
